scenario,method,instance,rmse,topk_jaccard,rank_tau,stability,fidelity_r2,spurious_mass,causal_gap,counterfactual_validity,runtime_ms,ci_coverage
SparseAdd,KernelSHAP,8,0.01639234525231379,1.0,0.7587869106393282,0.6666666666666666,0.9938704137929406,0.007857079695187619,0.5409420693468692,0.9999999887710538,0.10982493404299021,
SparseAdd,KernelSHAP,9,0.05169877294589815,1.0,0.7587869106393282,1.0,0.993423514860914,0.013773149915853542,0.32936853914445746,0.9999999904597082,0.10527507402002811,
SparseAdd,KernelSHAP,10,0.06482492256512236,1.0,0.7587869106393282,1.0,0.9943589749400795,0.014510879461789942,0.5906938019656911,0.9999999952805113,0.1341250608675182,
SparseAdd,KernelSHAP,11,0.02897037029277423,1.0,0.7188507574477846,0.5111111111111111,0.9936986029499891,0.015064750522255425,0.4298775304992987,0.9999999945243647,0.17497496446594596,
SparseAdd,PEXP-Sim,0,0.23007768393803216,1.0,0.8947368421052632,1.0,0.8737634839864852,0.0,0.10003484803641607,0.9999999762317459,29.877224995288998,
SparseAdd,PEXP-Sim,1,1.0251024033950604,1.0,0.8947368421052632,1.0,0.8651604978559269,0.0,0.769811858044317,0.9999999968765054,28.62149989232421,
SparseAdd,PEXP-Sim,2,0.3391196688158455,1.0,0.7368421052631581,1.0,0.8392439097651584,0.0,0.1943882634098576,0.9999999880362197,28.270225040614605,
SparseAdd,PEXP-Sim,3,0.4622381175411955,1.0,0.8421052631578948,1.0,0.8606365389982858,0.0,0.3528194405958912,0.9999999932132769,27.246549958363175,
SparseAdd,PEXP-Sim,4,0.2563222914109222,1.0,0.8947368421052632,1.0,0.8611095604935621,0.0,0.6330113795562828,0.9999999962926716,28.35252502700314,
SparseAdd,PEXP-Sim,5,0.5022953926003524,1.0,0.8421052631578948,1.0,0.8721403793654603,0.0,0.7170178732577519,0.9999999966731198,28.66224996978417,
SparseAdd,PEXP-Sim,6,0.9538316292583374,1.0,1.0,1.0,0.8648555433190797,0.0,0.6552201545879577,0.9999999963292343,27.890575060155243,
SparseAdd,PEXP-Sim,7,1.0379589670877312,1.0,0.9473684210526317,1.0,0.8612835365626554,0.0,0.14749672090081195,0.9999999839079601,27.281849994324148,
SparseAdd,PEXP-Sim,8,0.5340760281663941,1.0,0.8421052631578948,1.0,0.8790741252828009,0.0,0.21066380097055906,0.9999999887710538,26.574049901682884,
SparseAdd,PEXP-Sim,9,0.15849878855164523,1.0,0.9473684210526317,1.0,0.8720567234854852,0.0,0.24793924060331435,0.9999999904597082,26.561625010799617,
SparseAdd,PEXP-Sim,10,0.22800721009617805,1.0,0.8947368421052632,1.0,0.839574124445034,0.0,0.48976195605329664,0.9999999952805113,27.763125021010637,
SparseAdd,PEXP-Sim,11,0.678799791629185,1.0,0.9473684210526317,1.0,0.8637095661066965,0.0,0.4365083321579344,0.9999999945243647,26.821424951776862,
SparseAdd,RealExp-O,0,0.038455819901684424,1.0,0.7188507574477846,1.0,0.9927028068285313,0.0032648382329971354,0.3479420390376741,0.9999999762317459,0.35572488559409976,
SparseAdd,RealExp-O,1,0.03559328909828699,1.0,0.7587869106393282,1.0,0.9989431526765655,0.002581938537157869,2.2701820404405395,0.9999999968765054,0.2108750632032752,
SparseAdd,RealExp-O,2,0.04494087259617868,1.0,0.678914604256241,1.0,0.9964327204039587,0.0006645980068569346,0.4131010084758835,0.9999999880362197,0.26347493985667825,
SparseAdd,RealExp-O,3,0.03903831325306605,1.0,0.7188507574477846,1.0,0.9934519824444766,0.0018547924354661905,0.340324323337141,0.9999999932132769,0.24482497246935964,
SparseAdd,RealExp-O,4,0.0342079153752976,1.0,0.7587869106393282,1.0,0.9959150286131859,0.003895710787633081,0.6739609408062534,0.9999999962926716,0.2200499875470996,
SparseAdd,RealExp-O,5,0.03419780409758469,1.0,0.7587869106393282,1.0,0.9968547951617284,0.002228252165724024,0.856666626083308,0.9999999966731198,0.242199981585145,
SparseAdd,RealExp-O,6,0.032245828413430065,1.0,0.7587869106393282,1.0,0.9979316756597283,0.0021113216500583927,2.085495361709037,0.9999999963292343,0.21329987794160843,
SparseAdd,RealExp-O,7,0.04225478981691075,1.0,0.7587869106393282,1.0,0.9980555596900585,0.0014926448679230496,1.2962820828795372,0.9999999839079601,0.20394992316141725,
SparseAdd,RealExp-O,8,0.042375103803111686,1.0,0.7587869106393282,1.0,0.9965239615360952,0.0008845463212120869,0.5835510828992745,0.9999999887710538,0.2203499316237867,
SparseAdd,RealExp-O,9,0.03952691976781045,1.0,0.7587869106393282,1.0,0.9958280058825344,0.0033345418768257525,0.3537345988275903,0.9999999904597082,0.24259992642328143,
